LocationType,Location,Age group,TimeFrame,DataFormat,Data
State,Indiana,12 to 14,2012,Number,272993
State,Indiana,15 to 17,2012,Number,271544
State,Indiana,5 to 11,2012,Number,621553
State,Indiana,Total less than 18,2012,Number,1589836
State,Indiana,0 to 4,2014,Number,419939
State,Indiana,12 to 14,2014,Number,271908
State,Indiana,15 to 17,2014,Number,271423
State,Indiana,5 to 11,2014,Number,618855
State,Indiana,Total less than 18,2014,Number,1582125
State,Indiana,0 to 4,2014,Percent,0.27
State,Indiana,12 to 14,2014,Percent,0.17
State,Indiana,15 to 17,2014,Percent,0.17
State,Indiana,5 to 11,2014,Percent,0.39
State,Indiana,Total less than 18,2014,Percent,1
State,Indiana,0 to 4,2011,Percent,0.27
State,Indiana,12 to 14,2011,Percent,0.17
State,Indiana,15 to 17,2011,Percent,0.17
State,Indiana,5 to 11,2011,Percent,0.39
State,Indiana,Total less than 18,2011,Percent,1
State,Indiana,0 to 4,2012,Percent,0.27
State,Indiana,12 to 14,2012,Percent,0.17
State,Indiana,15 to 17,2012,Percent,0.17
State,Indiana,5 to 11,2012,Percent,0.39
State,Indiana,Total less than 18,2012,Percent,1
State,Indiana,0 to 4,2015,Number,419798
State,Indiana,12 to 14,2015,Number,268085
State,Indiana,15 to 17,2015,Number,274200
State,Indiana,5 to 11,2015,Number,616195
State,Indiana,Total less than 18,2015,Number,1578278
State,Indiana,0 to 4,2011,Number,429162
State,Indiana,12 to 14,2011,Number,270151
State,Indiana,15 to 17,2011,Number,274346
State,Indiana,5 to 11,2011,Number,624801
State,Indiana,Total less than 18,2011,Number,1598460
State,Indiana,0 to 4,2015,Percent,0.27
State,Indiana,12 to 14,2015,Percent,0.17
State,Indiana,15 to 17,2015,Percent,0.17
State,Indiana,5 to 11,2015,Percent,0.39
State,Indiana,Total less than 18,2015,Percent,1
State,Indiana,0 to 4,2010,Percent,0.27
State,Indiana,12 to 14,2010,Percent,0.17
State,Indiana,15 to 17,2010,Percent,0.17
State,Indiana,5 to 11,2010,Percent,0.39
State,Indiana,Total less than 18,2010,Percent,1
State,Indiana,Total less than 18,2009,Number,1609704
State,Indiana,0 to 4,2009,Number,434729
State,Indiana,5 to 11,2009,Number,625512
State,Indiana,12 to 14,2009,Number,270186
State,Indiana,15 to 17,2009,Number,279277
State,Indiana,0 to 4,2010,Number,433075
State,Indiana,12 to 14,2010,Number,269480
State,Indiana,15 to 17,2010,Number,276915
State,Indiana,5 to 11,2010,Number,626700
State,Indiana,Total less than 18,2010,Number,1606170
State,Indiana,0 to 4,2018,Percent,0.27
State,Indiana,12 to 14,2018,Percent,0.17
State,Indiana,15 to 17,2018,Percent,0.17
State,Indiana,5 to 11,2018,Percent,0.39
State,Indiana,Total less than 18,2018,Percent,1
State,Indiana,Total less than 18,2009,Percent,1
State,Indiana,0 to 4,2009,Percent,0.27
State,Indiana,5 to 11,2009,Percent,0.39
State,Indiana,12 to 14,2009,Percent,0.17
State,Indiana,15 to 17,2009,Percent,0.17
State,Indiana,0 to 4,2018,Number,418544
State,Indiana,12 to 14,2018,Number,269117
State,Indiana,15 to 17,2018,Number,270890
State,Indiana,5 to 11,2018,Number,609579
State,Indiana,Total less than 18,2018,Number,1568130
State,Indiana,0 to 4,2013,Number,420572
State,Indiana,12 to 14,2013,Number,274113
State,Indiana,15 to 17,2013,Number,270777
State,Indiana,5 to 11,2013,Number,620677
State,Indiana,Total less than 18,2013,Number,1586139
State,Indiana,0 to 4,2013,Percent,0.27
State,Indiana,12 to 14,2013,Percent,0.17
State,Indiana,15 to 17,2013,Percent,0.17
State,Indiana,5 to 11,2013,Percent,0.39
State,Indiana,Total less than 18,2013,Percent,1
State,Indiana,Total less than 18,2008,Percent,1
State,Indiana,0 to 4,2008,Percent,0.27
State,Indiana,5 to 11,2008,Percent,0.39
State,Indiana,12 to 14,2008,Percent,0.17
State,Indiana,15 to 17,2008,Percent,0.17
State,Indiana,Total less than 18,2007,Number,1609494
State,Indiana,0 to 4,2007,Number,433395
State,Indiana,5 to 11,2007,Number,619911
State,Indiana,12 to 14,2007,Number,272022
State,Indiana,15 to 17,2007,Number,284166
State,Indiana,Total less than 18,2008,Number,1611494
State,Indiana,0 to 4,2008,Number,436073
State,Indiana,5 to 11,2008,Number,621671
State,Indiana,12 to 14,2008,Number,272178
State,Indiana,15 to 17,2008,Number,281572
State,Indiana,Total less than 18,2007,Percent,1
State,Indiana,0 to 4,2007,Percent,0.27
State,Indiana,5 to 11,2007,Percent,0.39
State,Indiana,12 to 14,2007,Percent,0.17
State,Indiana,15 to 17,2007,Percent,0.18
State,Indiana,Total less than 18,2006,Number,1603107
State,Indiana,0 to 4,2006,Number,429937
State,Indiana,5 to 11,2006,Number,616979
State,Indiana,12 to 14,2006,Number,274283
State,Indiana,15 to 17,2006,Number,281908
State,Indiana,Total less than 18,2005,Number,1593898
State,Indiana,0 to 4,2005,Number,429617
State,Indiana,5 to 11,2005,Number,611515
State,Indiana,12 to 14,2005,Number,275942
State,Indiana,15 to 17,2005,Number,276824
State,Indiana,Total less than 18,2006,Percent,1
State,Indiana,0 to 4,2006,Percent,0.27
State,Indiana,5 to 11,2006,Percent,0.38
State,Indiana,12 to 14,2006,Percent,0.17
State,Indiana,15 to 17,2006,Percent,0.18
State,Indiana,Total less than 18,2005,Percent,1
State,Indiana,0 to 4,2005,Percent,0.27
State,Indiana,5 to 11,2005,Percent,0.38
State,Indiana,12 to 14,2005,Percent,0.17
State,Indiana,15 to 17,2005,Percent,0.17
State,Indiana,Total less than 18,2003,Number,1582560
State,Indiana,0 to 4,2003,Number,426699
State,Indiana,5 to 11,2003,Number,612276
State,Indiana,12 to 14,2003,Number,276411
State,Indiana,15 to 17,2003,Number,267174
State,Indiana,Total less than 18,2004,Percent,1
State,Indiana,0 to 4,2004,Percent,0.27
State,Indiana,5 to 11,2004,Percent,0.38
State,Indiana,12 to 14,2004,Percent,0.18
State,Indiana,15 to 17,2004,Percent,0.17
State,Indiana,Total less than 18,2004,Number,1586281
State,Indiana,0 to 4,2004,Number,428845
State,Indiana,5 to 11,2004,Number,609855
State,Indiana,12 to 14,2004,Number,278248
State,Indiana,15 to 17,2004,Number,269333
State,Indiana,Total less than 18,2002,Percent,1
State,Indiana,0 to 4,2002,Percent,0.27
State,Indiana,5 to 11,2002,Percent,0.39
State,Indiana,12 to 14,2002,Percent,0.17
State,Indiana,15 to 17,2002,Percent,0.17
State,Indiana,Total less than 18,2002,Number,1580814
State,Indiana,0 to 4,2002,Number,425714
State,Indiana,5 to 11,2002,Number,615874
State,Indiana,12 to 14,2002,Number,272267
State,Indiana,15 to 17,2002,Number,266959
State,Indiana,Total less than 18,2003,Percent,1
State,Indiana,0 to 4,2003,Percent,0.27
State,Indiana,5 to 11,2003,Percent,0.39
State,Indiana,12 to 14,2003,Percent,0.17
State,Indiana,15 to 17,2003,Percent,0.17
State,Indiana,Total less than 18,2001,Percent,1
State,Indiana,0 to 4,2001,Percent,0.27
State,Indiana,5 to 11,2001,Percent,0.39
State,Indiana,12 to 14,2001,Percent,0.17
State,Indiana,15 to 17,2001,Percent,0.17
State,Indiana,Total less than 18,2000,Percent,1
State,Indiana,0 to 4,2000,Percent,0.27
State,Indiana,5 to 11,2000,Percent,0.4
State,Indiana,12 to 14,2000,Percent,0.17
State,Indiana,15 to 17,2000,Percent,0.17
State,Indiana,Total less than 18,2001,Number,1579527
State,Indiana,0 to 4,2001,Number,425239
State,Indiana,5 to 11,2001,Number,622680
State,Indiana,12 to 14,2001,Number,265736
State,Indiana,15 to 17,2001,Number,265872
State,Indiana,Total less than 18,2000,Number,1574989
State,Indiana,0 to 4,2000,Number,422866
State,Indiana,5 to 11,2000,Number,623236
State,Indiana,12 to 14,2000,Number,263148
State,Indiana,15 to 17,2000,Number,265739
State,Indiana,15 to 17,1999,Number,265681
State,Indiana,12 to 14,1999,Number,262370
State,Indiana,5 to 11,1999,Number,617123
State,Indiana,0 to 4,1999,Number,420905
State,Indiana,Total less than 18,1999,Number,1566079
State,Indiana,Total less than 18,1998,Percent,1
State,Indiana,0 to 4,1999,Percent,0.27
State,Indiana,12 to 14,1999,Percent,0.17
State,Indiana,5 to 11,1999,Percent,0.39
State,Indiana,15 to 17,1999,Percent,0.17
State,Indiana,Total less than 18,1999,Percent,1
State,Indiana,15 to 17,1998,Percent,0.17
State,Indiana,5 to 11,1998,Percent,0.39
State,Indiana,12 to 14,1998,Percent,0.17
State,Indiana,0 to 4,1998,Percent,0.27
State,Indiana,0 to 4,1997,Percent,0.27
State,Indiana,12 to 14,1997,Percent,0.17
State,Indiana,5 to 11,1997,Percent,0.39
State,Indiana,15 to 17,1997,Percent,0.17
State,Indiana,Total less than 18,1997,Percent,1
State,Indiana,15 to 17,1997,Number,268984
State,Indiana,12 to 14,1997,Number,257770
State,Indiana,5 to 11,1997,Number,597739
State,Indiana,0 to 4,1997,Number,414777
State,Indiana,Total less than 18,1997,Number,1539270
State,Indiana,Total less than 18,1998,Number,1551960
State,Indiana,0 to 4,1998,Number,417466
State,Indiana,5 to 11,1998,Number,607095
State,Indiana,12 to 14,1998,Number,259250
State,Indiana,15 to 17,1998,Number,268149
State,Indiana,15 to 17,1996,Percent,0.17
State,Indiana,Total less than 18,1996,Percent,1
State,Indiana,5 to 11,1996,Percent,0.39
State,Indiana,12 to 14,1996,Percent,0.17
State,Indiana,0 to 4,1996,Percent,0.27
State,Indiana,Total less than 18,1996,Number,1517961
State,Indiana,0 to 4,1996,Number,411916
State,Indiana,5 to 11,1996,Number,585568
State,Indiana,12 to 14,1996,Number,256073
State,Indiana,15 to 17,1996,Number,264404
State,Indiana,15 to 17,1995,Number,259664
State,Indiana,12 to 14,1995,Number,258035
State,Indiana,5 to 11,1995,Number,577629
State,Indiana,0 to 4,1995,Number,412588
State,Indiana,Total less than 18,1995,Number,1507916
State,Indiana,15 to 17,1994,Percent,0.17
State,Indiana,Total less than 18,1994,Percent,1
State,Indiana,12 to 14,1994,Percent,0.17
State,Indiana,5 to 11,1994,Percent,0.38
State,Indiana,0 to 4,1994,Percent,0.28
State,Indiana,0 to 4,1995,Percent,0.27
State,Indiana,12 to 14,1995,Percent,0.17
State,Indiana,5 to 11,1995,Percent,0.38
State,Indiana,Total less than 18,1995,Percent,1
State,Indiana,15 to 17,1995,Percent,0.17
State,Indiana,15 to 17,1993,Number,244950
State,Indiana,12 to 14,1993,Number,252656
State,Indiana,5 to 11,1993,Number,567184
State,Indiana,0 to 4,1993,Number,408217
State,Indiana,Total less than 18,1993,Number,1473007
State,Indiana,Total less than 18,1994,Number,1491802
State,Indiana,0 to 4,1994,Number,411390
State,Indiana,5 to 11,1994,Number,570799
State,Indiana,12 to 14,1994,Number,257682
State,Indiana,15 to 17,1994,Number,251931
State,Indiana,0 to 4,1993,Percent,0.28
State,Indiana,5 to 11,1993,Percent,0.39
State,Indiana,12 to 14,1993,Percent,0.17
State,Indiana,Total less than 18,1993,Percent,1
State,Indiana,15 to 17,1993,Percent,0.17
State,Indiana,15 to 17,1992,Percent,0.17
State,Indiana,Total less than 18,1992,Percent,1
State,Indiana,12 to 14,1992,Percent,0.17
State,Indiana,5 to 11,1992,Percent,0.39
State,Indiana,0 to 4,1992,Percent,0.28
State,Indiana,15 to 17,1991,Number,237866
State,Indiana,12 to 14,1991,Number,240871
State,Indiana,5 to 11,1991,Number,571084
State,Indiana,0 to 4,1991,Number,400938
State,Indiana,Total less than 18,1991,Number,1450759
State,Indiana,Total less than 18,1992,Number,1461650
State,Indiana,0 to 4,1992,Number,404719
State,Indiana,5 to 11,1992,Number,567706
State,Indiana,12 to 14,1992,Number,247570
State,Indiana,15 to 17,1992,Number,241655
State,Indiana,Total less than 18,1990,Percent,1
State,Indiana,15 to 17,1990,Percent,0.17
State,Indiana,12 to 14,1990,Percent,0.16
State,Indiana,5 to 11,1990,Percent,0.39
State,Indiana,0 to 4,1990,Percent,0.28
State,Indiana,0 to 4,1991,Percent,0.28
State,Indiana,5 to 11,1991,Percent,0.39
State,Indiana,12 to 14,1991,Percent,0.17
State,Indiana,Total less than 18,1991,Percent,1
State,Indiana,15 to 17,1991,Percent,0.16
State,Indiana,Total less than 18,1990,Number,1437209
State,Indiana,0 to 4,1990,Number,397897
State,Indiana,5 to 11,1990,Number,567560
State,Indiana,12 to 14,1990,Number,233969
State,Indiana,15 to 17,1990,Number,237783
State,Iowa,15 to 17,1990,Number,112894
State,Iowa,0 to 4,1990,Number,194351
State,Iowa,5 to 11,1990,Number,293793
State,Iowa,12 to 14,1990,Number,118328
State,Iowa,Total less than 18,1990,Number,719366
State,Iowa,5 to 11,1991,Percent,0.41
State,Iowa,0 to 4,1991,Percent,0.27
State,Iowa,12 to 14,1991,Percent,0.17
State,Iowa,15 to 17,1991,Percent,0.16
State,Iowa,Total less than 18,1990,Percent,1
State,Iowa,15 to 17,1990,Percent,0.16
State,Iowa,12 to 14,1990,Percent,0.16
State,Iowa,5 to 11,1990,Percent,0.41
State,Iowa,0 to 4,1990,Percent,0.27
State,Iowa,15 to 17,1992,Number,118900
State,Iowa,0 to 4,1992,Number,190537
State,Iowa,5 to 11,1992,Number,288741
State,Iowa,12 to 14,1992,Number,126620
State,Iowa,Total less than 18,1992,Number,724798
State,Iowa,Total less than 18,1991,Number,724446
State,Iowa,12 to 14,1991,Number,122835
State,Iowa,5 to 11,1991,Number,294089
State,Iowa,0 to 4,1991,Number,192552
State,Iowa,15 to 17,1991,Number,114970
State,Iowa,Total less than 18,1991,Percent,1
State,Iowa,15 to 17,1992,Percent,0.16
State,Iowa,12 to 14,1992,Percent,0.17
State,Iowa,5 to 11,1992,Percent,0.4
State,Iowa,0 to 4,1992,Percent,0.26
State,Iowa,Total less than 18,1992,Percent,1
State,Iowa,0 to 4,1993,Percent,0.26
State,Iowa,5 to 11,1993,Percent,0.39
State,Iowa,12 to 14,1993,Percent,0.18
State,Iowa,15 to 17,1993,Percent,0.17
State,Iowa,Total less than 18,1993,Percent,1
State,Iowa,15 to 17,1994,Number,126351
State,Iowa,0 to 4,1994,Number,187567
State,Iowa,5 to 11,1994,Number,283311
State,Iowa,12 to 14,1994,Number,131168
State,Iowa,Total less than 18,1994,Number,728397
State,Iowa,Total less than 18,1993,Number,727751
State,Iowa,12 to 14,1993,Number,129819
State,Iowa,5 to 11,1993,Number,286085
State,Iowa,0 to 4,1993,Number,189742
State,Iowa,15 to 17,1993,Number,122105
State,Iowa,0 to 4,1995,Percent,0.25
State,Iowa,5 to 11,1995,Percent,0.39
State,Iowa,12 to 14,1995,Percent,0.18
State,Iowa,15 to 17,1995,Percent,0.18
State,Iowa,Total less than 18,1995,Percent,1
State,Iowa,Total less than 18,1994,Percent,1
State,Iowa,15 to 17,1994,Percent,0.17
State,Iowa,12 to 14,1994,Percent,0.18
State,Iowa,5 to 11,1994,Percent,0.39
State,Iowa,0 to 4,1994,Percent,0.26
State,Iowa,Total less than 18,1995,Number,726961
State,Iowa,12 to 14,1995,Number,129888
State,Iowa,5 to 11,1995,Number,281495
State,Iowa,0 to 4,1995,Number,184688
State,Iowa,15 to 17,1995,Number,130890
State,Iowa,15 to 17,1996,Number,134068
State,Iowa,0 to 4,1996,Number,184535
State,Iowa,5 to 11,1996,Number,281889
State,Iowa,12 to 14,1996,Number,128685
State,Iowa,Total less than 18,1996,Number,729177
State,Iowa,Total less than 18,1996,Percent,1
State,Iowa,15 to 17,1996,Percent,0.18
State,Iowa,12 to 14,1996,Percent,0.18
State,Iowa,5 to 11,1996,Percent,0.39
State,Iowa,0 to 4,1996,Percent,0.25
State,Iowa,15 to 17,1998,Number,134677
State,Iowa,0 to 4,1998,Number,184975
State,Iowa,5 to 11,1998,Number,283213
State,Iowa,12 to 14,1998,Number,127078
State,Iowa,Total less than 18,1998,Number,729943
State,Iowa,Total less than 18,1997,Number,729806
State,Iowa,12 to 14,1997,Number,127868
State,Iowa,5 to 11,1997,Number,282127
State,Iowa,0 to 4,1997,Number,184152
State,Iowa,15 to 17,1997,Number,135659
State,Iowa,5 to 11,1997,Percent,0.39
State,Iowa,12 to 14,1997,Percent,0.18
State,Iowa,15 to 17,1997,Percent,0.19
State,Iowa,Total less than 18,1997,Percent,1
State,Iowa,0 to 4,1997,Percent,0.25
State,Iowa,Total less than 18,1998,Percent,1
State,Iowa,15 to 17,1998,Percent,0.18
State,Iowa,12 to 14,1998,Percent,0.17
State,Iowa,5 to 11,1998,Percent,0.39
State,Iowa,5 to 11,1999,Percent,0.39
State,Iowa,0 to 4,1999,Percent,0.25
State,Iowa,12 to 14,1999,Percent,0.17
State,Iowa,15 to 17,1999,Percent,0.18
State,Iowa,0 to 4,1998,Percent,0.25
State,Iowa,Total less than 18,1999,Percent,1
State,Iowa,Total less than 18,1999,Number,732671
State,Iowa,12 to 14,1999,Number,127022
State,Iowa,5 to 11,1999,Number,285826
State,Iowa,0 to 4,1999,Number,186730
State,Iowa,15 to 17,1999,Number,133093
State,Iowa,Total less than 18,2000,Number,733337
State,Iowa,0 to 4,2000,Number,188156
State,Iowa,5 to 11,2000,Number,286525
State,Iowa,12 to 14,2000,Number,126139
State,Iowa,15 to 17,2000,Number,132517
State,Iowa,Total less than 18,2001,Number,728601
State,Iowa,0 to 4,2001,Number,188108
State,Iowa,5 to 11,2001,Number,283506
State,Iowa,12 to 14,2001,Number,125781
State,Iowa,15 to 17,2001,Number,131206
State,Iowa,Total less than 18,2000,Percent,1
State,Iowa,0 to 4,2000,Percent,0.26
State,Iowa,5 to 11,2000,Percent,0.39
State,Iowa,12 to 14,2000,Percent,0.17
State,Iowa,15 to 17,2000,Percent,0.18
State,Iowa,Total less than 18,2001,Percent,1
State,Iowa,0 to 4,2001,Percent,0.26
State,Iowa,5 to 11,2001,Percent,0.39
State,Iowa,12 to 14,2001,Percent,0.17
State,Iowa,15 to 17,2001,Percent,0.18
State,Iowa,Total less than 18,2003,Percent,1
State,Iowa,0 to 4,2003,Percent,0.26
State,Iowa,5 to 11,2003,Percent,0.38
State,Iowa,12 to 14,2003,Percent,0.18
State,Iowa,15 to 17,2003,Percent,0.18
State,Iowa,Total less than 18,2002,Number,723685
State,Iowa,0 to 4,2002,Number,187454
State,Iowa,5 to 11,2002,Number,279036
State,Iowa,12 to 14,2002,Number,127621
State,Iowa,15 to 17,2002,Number,129574
State,Iowa,Total less than 18,2002,Percent,1
State,Iowa,0 to 4,2002,Percent,0.26
State,Iowa,5 to 11,2002,Percent,0.39
State,Iowa,12 to 14,2002,Percent,0.18
State,Iowa,15 to 17,2002,Percent,0.18
State,Iowa,Total less than 18,2003,Number,720102
State,Iowa,0 to 4,2003,Number,188722
State,Iowa,5 to 11,2003,Number,275421
State,Iowa,12 to 14,2003,Number,128739
State,Iowa,15 to 17,2003,Number,127220
State,Iowa,Total less than 18,2004,Number,718708
State,Iowa,0 to 4,2004,Number,189405
State,Iowa,5 to 11,2004,Number,273808
State,Iowa,12 to 14,2004,Number,128608
State,Iowa,15 to 17,2004,Number,126887
State,Iowa,Total less than 18,2004,Percent,1
State,Iowa,0 to 4,2004,Percent,0.26
State,Iowa,5 to 11,2004,Percent,0.38
State,Iowa,12 to 14,2004,Percent,0.18
State,Iowa,15 to 17,2004,Percent,0.18
State,Iowa,Total less than 18,2005,Percent,1
State,Iowa,0 to 4,2005,Percent,0.27
State,Iowa,5 to 11,2005,Percent,0.38
State,Iowa,12 to 14,2005,Percent,0.18
State,Iowa,15 to 17,2005,Percent,0.18
State,Iowa,Total less than 18,2006,Percent,1
State,Iowa,0 to 4,2006,Percent,0.27
State,Iowa,5 to 11,2006,Percent,0.38
State,Iowa,12 to 14,2006,Percent,0.17
State,Iowa,15 to 17,2006,Percent,0.18
State,Iowa,Total less than 18,2005,Number,718488
State,Iowa,0 to 4,2005,Number,190406
State,Iowa,5 to 11,2005,Number,272576
State,Iowa,12 to 14,2005,Number,126941
State,Iowa,15 to 17,2005,Number,128565
State,Iowa,Total less than 18,2006,Number,721703
State,Iowa,0 to 4,2006,Number,193311
State,Iowa,5 to 11,2006,Number,273356
State,Iowa,12 to 14,2006,Number,124975
State,Iowa,15 to 17,2006,Number,130061
State,Iowa,Total less than 18,2007,Percent,1
State,Iowa,0 to 4,2007,Percent,0.27
State,Iowa,5 to 11,2007,Percent,0.38
State,Iowa,12 to 14,2007,Percent,0.17
State,Iowa,15 to 17,2007,Percent,0.18
State,Iowa,Total less than 18,2008,Number,725658
State,Iowa,0 to 4,2008,Number,199252
State,Iowa,5 to 11,2008,Number,276984
State,Iowa,12 to 14,2008,Number,121450
State,Iowa,15 to 17,2008,Number,127972
State,Iowa,Total less than 18,2007,Number,723632
State,Iowa,0 to 4,2007,Number,196553
State,Iowa,5 to 11,2007,Number,274201
State,Iowa,12 to 14,2007,Number,123215
State,Iowa,15 to 17,2007,Number,129663
State,Iowa,Total less than 18,2008,Percent,1
State,Iowa,0 to 4,2008,Percent,0.27
State,Iowa,5 to 11,2008,Percent,0.38
State,Iowa,12 to 14,2008,Percent,0.17
State,Iowa,15 to 17,2008,Percent,0.18
State,Iowa,0 to 4,2013,Percent,0.27
State,Iowa,12 to 14,2013,Percent,0.17
State,Iowa,15 to 17,2013,Percent,0.17
State,Iowa,5 to 11,2013,Percent,0.39
State,Iowa,Total less than 18,2013,Percent,1
State,Iowa,0 to 4,2013,Number,196146
State,Iowa,12 to 14,2013,Number,122180
State,Iowa,15 to 17,2013,Number,121925
State,Iowa,5 to 11,2013,Number,286203
State,Iowa,Total less than 18,2013,Number,726454
State,Iowa,0 to 4,2018,Number,198218
State,Iowa,12 to 14,2018,Number,124218
State,Iowa,15 to 17,2018,Number,122870
State,Iowa,5 to 11,2018,Number,285461
State,Iowa,Total less than 18,2018,Number,730767
State,Iowa,0 to 4,2018,Percent,0.27
State,Iowa,12 to 14,2018,Percent,0.17
State,Iowa,15 to 17,2018,Percent,0.17
State,Iowa,5 to 11,2018,Percent,0.39
State,Iowa,Total less than 18,2018,Percent,1
State,Iowa,Total less than 18,2009,Percent,1
State,Iowa,0 to 4,2009,Percent,0.28
State,Iowa,5 to 11,2009,Percent,0.38
State,Iowa,12 to 14,2009,Percent,0.17
State,Iowa,15 to 17,2009,Percent,0.17
State,Iowa,Total less than 18,2009,Number,726969
State,Iowa,0 to 4,2009,Number,201268
State,Iowa,5 to 11,2009,Number,279335
State,Iowa,12 to 14,2009,Number,120541
State,Iowa,15 to 17,2009,Number,125825
State,Iowa,0 to 4,2010,Number,202051
State,Iowa,12 to 14,2010,Number,120251
State,Iowa,15 to 17,2010,Number,124105
State,Iowa,5 to 11,2010,Number,281827
State,Iowa,Total less than 18,2010,Number,728234
State,Iowa,0 to 4,2010,Percent,0.28
State,Iowa,12 to 14,2010,Percent,0.17
State,Iowa,15 to 17,2010,Percent,0.17
State,Iowa,5 to 11,2010,Percent,0.39
State,Iowa,Total less than 18,2010,Percent,1
State,Iowa,0 to 4,2015,Percent,0.27
State,Iowa,12 to 14,2015,Percent,0.17
State,Iowa,15 to 17,2015,Percent,0.17
State,Iowa,5 to 11,2015,Percent,0.39
State,Iowa,Total less than 18,2015,Percent,1
State,Iowa,0 to 4,2011,Number,199678
State,Iowa,12 to 14,2011,Number,120666
State,Iowa,15 to 17,2011,Number,122665
State,Iowa,5 to 11,2011,Number,283293
State,Iowa,Total less than 18,2011,Number,726302
State,Iowa,0 to 4,2015,Number,196772
State,Iowa,12 to 14,2015,Number,121446
State,Iowa,15 to 17,2015,Number,123452
State,Iowa,5 to 11,2015,Number,288343
State,Iowa,Total less than 18,2015,Number,730013
State,Iowa,0 to 4,2012,Percent,0.27
State,Iowa,12 to 14,2012,Percent,0.17
State,Iowa,15 to 17,2012,Percent,0.17
State,Iowa,5 to 11,2012,Percent,0.39
State,Iowa,Total less than 18,2012,Percent,1
State,Iowa,0 to 4,2011,Percent,0.27
State,Iowa,12 to 14,2011,Percent,0.17
State,Iowa,15 to 17,2011,Percent,0.17
State,Iowa,5 to 11,2011,Percent,0.39
State,Iowa,Total less than 18,2011,Percent,1
State,Iowa,0 to 4,2014,Percent,0.27
State,Iowa,12 to 14,2014,Percent,0.17
State,Iowa,15 to 17,2014,Percent,0.17
State,Iowa,5 to 11,2014,Percent,0.39
State,Iowa,Total less than 18,2014,Percent,1
State,Iowa,0 to 4,2014,Number,196582
State,Iowa,12 to 14,2014,Number,122124
State,Iowa,15 to 17,2014,Number,122360
State,Iowa,5 to 11,2014,Number,287756
State,Iowa,Total less than 18,2014,Number,728822
State,Iowa,0 to 4,2012,Number,197467
State,Iowa,12 to 14,2012,Number,121755
State,Iowa,15 to 17,2012,Number,121599
State,Iowa,5 to 11,2012,Number,284009
State,Iowa,Total less than 18,2012,Number,724830
State,Iowa,0 to 4,2016,Number,198280
State,Iowa,12 to 14,2016,Number,121714
State,Iowa,15 to 17,2016,Number,123662
State,Iowa,5 to 11,2016,Number,287424
State,Iowa,Total less than 18,2016,Number,731080
State,Iowa,0 to 4,2016,Percent,0.27
State,Iowa,12 to 14,2016,Percent,0.17
State,Iowa,15 to 17,2016,Percent,0.17
State,Iowa,5 to 11,2016,Percent,0.39
State,Iowa,Total less than 18,2016,Percent,1
State,Iowa,0 to 4,2017,Percent,0.27
State,Iowa,12 to 14,2017,Percent,0.17
State,Iowa,15 to 17,2017,Percent,0.17
State,Iowa,5 to 11,2017,Percent,0.39
State,Iowa,Total less than 18,2017,Percent,1
State,Iowa,0 to 4,2017,Number,198703
State,Iowa,12 to 14,2017,Number,122917
State,Iowa,15 to 17,2017,Number,123590
State,Iowa,5 to 11,2017,Number,286799
State,Iowa,Total less than 18,2017,Number,732009
State,Kansas,0 to 4,2017,Percent,0.27
State,Kansas,12 to 14,2017,Percent,0.17
State,Kansas,15 to 17,2017,Percent,0.17
State,Kansas,5 to 11,2017,Percent,0.39
State,Kansas,Total less than 18,2017,Percent,1
State,Kansas,0 to 4,2016,Percent,0.27
State,Kansas,12 to 14,2016,Percent,0.17
State,Kansas,15 to 17,2016,Percent,0.17
State,Kansas,5 to 11,2016,Percent,0.39
State,Kansas,Total less than 18,2016,Percent,1
State,Kansas,0 to 4,2016,Number,195192
State,Kansas,12 to 14,2016,Number,118974
State,Kansas,15 to 17,2016,Number,120371
State,Kansas,5 to 11,2016,Number,282446
State,Kansas,Total less than 18,2016,Number,716983
State,Kansas,0 to 4,2017,Number,192363
State,Kansas,12 to 14,2017,Number,119406
State,Kansas,15 to 17,2017,Number,119431
State,Kansas,5 to 11,2017,Number,280835
State,Kansas,Total less than 18,2017,Number,712035
State,Kansas,0 to 4,2012,Number,203277
State,Kansas,12 to 14,2012,Number,120441
State,Kansas,15 to 17,2012,Number,118060
State,Kansas,5 to 11,2012,Number,284620
State,Kansas,Total less than 18,2012,Number,726398
State,Kansas,0 to 4,2014,Number,199331
State,Kansas,12 to 14,2014,Number,120086
State,Kansas,15 to 17,2014,Number,118338
State,Kansas,5 to 11,2014,Number,284622
State,Kansas,Total less than 18,2014,Number,722377
State,Kansas,0 to 4,2014,Percent,0.28
State,Kansas,12 to 14,2014,Percent,0.17
State,Kansas,15 to 17,2014,Percent,0.16
State,Kansas,5 to 11,2014,Percent,0.39
State,Kansas,Total less than 18,2014,Percent,1
State,Kansas,0 to 4,2011,Percent,0.28
State,Kansas,12 to 14,2011,Percent,0.16
State,Kansas,15 to 17,2011,Percent,0.16
State,Kansas,5 to 11,2011,Percent,0.39
State,Kansas,Total less than 18,2011,Percent,1
State,Kansas,0 to 4,2012,Percent,0.28
State,Kansas,12 to 14,2012,Percent,0.17
State,Kansas,15 to 17,2012,Percent,0.16
State,Kansas,5 to 11,2012,Percent,0.39
State,Kansas,Total less than 18,2012,Percent,1
State,Kansas,0 to 4,2015,Number,197280
State,Kansas,12 to 14,2015,Number,119386
